 TIME, Mass Concentration PM1.0, Mass Concentration PM2.5, Mass Concentration PM4.0 , Mass Concentration PM10, Number Concentration PM0.5, Number Concentration PM1.0, Number Concentration PM2.5, Number Concentration PM4.0, Number Concentration PM10, Particle Size
 Thu Mar 19 03:38:15 2020,0.93839341,0.62171739,0.62171686,0.62171793,2.49526119,6.3331027,7.86791468,7.86973572,7.8706789,0.24431396
 Thu Mar 19 03:38:30 2020,1.29938412,1.83148277,1.8314817,1.83148384,4.69665051,4.80394459,3.24778605,3.24871135,3.24919081,0.16556066
 Thu Mar 19 03:38:45 2020,0.68145227,1.06226683,1.06226575,1.0622679,3.20748377,7.30618811,6.78037071,7.68853951,7.68953371,0.24502409
 Thu Mar 19 03:39:00 2020,0.63960773,0.68219686,0.68219638,0.68219739,2.48884487,6.3179431,7.85266542,7.8544817,7.8554225,0.20737147
 Thu Mar 19 03:39:15 2020,1.41073501,0.8839649,0.88396442,0.88396543,3.19732261,2.98491883,3.68949056,3.69038343,3.69084597,0.16564977
 Thu Mar 19 03:39:30 2020,0.62616867,0.55564588,0.55564523,0.55564648,7.84807205,2.53813148,6.30499268,6.30714941,6.30826664,0.22455883
 Thu Mar 19 03:39:45 2020,0.75718069,0.80024093,0.8002404,0.80024141,6.15774727,5.25798559,4.79309225,4.79492855,4.79587984,0.22424543
 Thu Mar 19 03:40:00 2020,1.79290974,1.19164312,1.19164193,1.19164419,6.839643,3.52756405,2.20298243,2.95398521,2.95450449,0.24433273
 Thu Mar 19 03:40:15 2020,0.57055598,0.6947999,0.69479942,0.69480044,3.96684432,3.69548082,3.46268868,3.46358871,3.46405482,0.24454623
 Thu Mar 19 03:40:30 2020,0.67198151,1.28299034,1.2829895,1.28299117,6.63570738,2.72979689,2.49443936,2.4952054,2.49560213,0.22386098
 Thu Mar 19 03:40:45 2020,0.62382644,0.63003761,0.63003707,0.63003814,3.94260097,7.68860912,6.22552061,6.22745085,6.22845125,0.24482965
 Thu Mar 19 03:41:00 2020,1.31322932,1.30804622,1.30804503,1.30804753,2.71628141,3.73716474,3.47715116,3.47826195,3.47883749,0.19869393
 Thu Mar 19 03:41:15 2020,1.07030749,0.56208581,0.56208521,0.56208634,5.77423859,2.0514307,3.25787115,3.25886178,3.2593751,0.2447415
 Thu Mar 19 03:41:30 2020,0.81814104,1.57307112,1.57307017,1.57307196,2.77760243,2.4690845,4.28222609,4.2838769,4.28473186,0.19876134
 Thu Mar 19 03:41:45 2020,1.944507,1.91768742,1.91768646,1.91768837,7.32441092,2.27155781,2.50713444,2.50801444,2.50847054,0.19888479
 Thu Mar 19 03:42:00 2020,1.67466235,1.92148674,1.92148578,1.92148769,7.33647585,2.27868438,2.51430297,2.51518536,2.2187674,0.19842184
 Thu Mar 19 03:42:15 2020,1.08502197,0.93543839,0.93543798,0.93543887,2.23590398,2.02353096,3.28880072,3.28959942,3.29001331,0.16537774
 Thu Mar 19 03:42:30 2020,0.86853671,1.04325032,1.04324937,1.04325128,7.68378735,6.84007072,5.74752522,5.74922276,4.18760204,0.19868213
 Thu Mar 19 03:42:45 2020,0.76273215,0.76026827,0.76026767,0.76026881,3.8079679,7.79635906,5.33575153,5.33781195,5.33887959,0.20712018
 Thu Mar 19 03:43:00 2020,0.57117581,0.50014287,0.5001424,0.50014341,2.71892571,3.69793987,3.46516204,3.46606278,3.46652961,0.2240051
 Thu Mar 19 03:43:15 2020,0.96122599,1.22482824,1.22482753,1.22482896,7.75342417,11.56048203,8.60955334,8.61211967,8.6134491,0.13219148
 Thu Mar 19 03:43:30 2020,1.78609931,0.69068432,0.69068372,0.69068491,3.24634719,4.8351965,2.93860865,2.93970752,2.94027686,0.20777428
 Thu Mar 19 03:43:45 2020,0.62328392,0.62946397,0.62946343,0.62946451,3.94077945,6.77805519,6.22119093,6.22312021,6.22411966,0.13248897
 Thu Mar 19 03:44:00 2020,0.7792275,1.98646343,1.98646271,1.98646426,4.82732058,13.64778042,14.69736671,14.69995975,14.70130348,0.17829233
 Thu Mar 19 03:44:15 2020,0.96279651,1.61877477,1.61877406,1.61877549,7.77451992,8.58540344,13.63462162,13.63719654,13.63852978,0.13255548
 Thu Mar 19 03:44:30 2020,1.9618969,1.84088624,1.84088504,1.84088755,5.82453823,3.01848412,2.28999805,2.29112315,2.29170632,0.31503558
 Thu Mar 19 03:44:45 2020,1.93918085,1.30268013,1.30267918,1.30268109,5.80652571,3.04224348,2.27775764,2.27863455,2.27908874,0.31607199
 Thu Mar 19 03:45:00 2020,0.50215799,1.05483699,1.05483592,1.05483806,3.55506206,5.84081554,6.75233364,6.75424385,6.75523329,0.31480014
 Thu Mar 19 03:45:15 2020,1.9591397,0.92432874,0.92432815,0.92432934,3.46647596,3.01443338,2.53490829,2.53597927,2.53653407,0.17797345
 Thu Mar 19 03:45:30 2020,0.6755231,1.93110561,1.93110466,1.93110645,7.15949297,2.49384665,7.6421442,7.64368439,7.64448261,0.31476307
 Thu Mar 19 03:45:45 2020,1.32993186,0.74062383,0.74062353,0.74062419,7.04062223,7.47958374,6.96401644,6.9664712,6.96774292,0.31512451
 Thu Mar 19 03:46:00 2020,1.92850101,1.46856153,1.46856058,1.46856236,4.22977352,3.96152496,2.72605968,2.72681975,2.72721362,0.31615877
 Thu Mar 19 03:46:15 2020,0.80680704,1.55377066,1.55376971,1.5537715,6.35794592,6.16254997,4.69229507,4.69385099,4.69465685,0.28147554
 Thu Mar 19 03:46:30 2020,1.93723094,1.3421061,1.34210527,1.34210706,3.44570804,3.94617271,2.74306607,2.74388433,2.74430823,0.17825079
 Thu Mar 19 03:46:45 2020,1.57517087,1.29777884,1.29777789,1.29777992,5.79096174,3.03305006,2.26850986,2.26938391,2.26983666,0.13256532
 Thu Mar 19 03:47:01 2020,0.87791449,1.9432025,1.94320154,1.94320345,2.01343107,4.29102087,5.76031637,5.76197958,5.76284122,0.13267154
 Thu Mar 19 03:47:16 2020,0.80517375,1.55031633,1.55031538,1.55031717,6.34697628,7.64959097,6.17925978,6.18081188,6.18161583,0.13267291
 Thu Mar 19 03:47:31 2020,1.28233218,0.55413109,0.55413067,0.55413157,2.98424244,3.55848575,3.21458697,3.2153964,3.21581578,0.17776537
 Thu Mar 19 03:47:46 2020,0.57124019,0.500211,0.50021046,0.50021148,2.71914196,3.69819522,3.46541905,3.4663198,3.46678662,0.20766509
 Thu Mar 19 03:48:01 2020,1.5362308,1.06936932,1.06936824,1.06937039,2.75370955,2.70349193,2.44014287,2.44107914,2.44156432,0.22444564
 Thu Mar 19 03:48:16 2020,1.43007421,0.50495553,0.50495487,0.50495613,3.97072172,2.20549273,2.94529223,2.94639325,2.94696379,0.13236433
 Thu Mar 19 03:48:31 2020,0.9903149,0.76255983,0.76255929,0.76256043,2.74773812,6.24504757,5.15729189,5.15923977,5.16024923,0.28185105
 Thu Mar 19 03:48:46 2020,1.57744324,1.30018187,1.30018091,1.30018282,5.79859257,3.03755736,2.27304387,2.27391934,2.27437282,0.38188279
 Thu Mar 19 03:49:01 2020,0.56836045,0.86484581,0.86484522,0.86484641,6.32711363,2.30700159,2.5462935,6.28223562,6.28334904,0.28300369
 Thu Mar 19 03:49:16 2020,1.07031024,0.5620873,0.5620867,0.56208783,5.77424812,2.05143642,3.25787687,3.2588675,3.25938082,0.38169265
 Thu Mar 19 03:49:31 2020,0.73763096,0.93815291,0.93815243,0.93815339,4.74906158,6.6671834,7.13759279,7.13931417,7.14020634,0.38187051
 Thu Mar 19 03:49:46 2020,1.54803324,1.34361553,1.34361458,1.34361649,3.44810462,3.94900393,2.74591398,2.74673295,2.74715734,0.28147554
 Thu Mar 19 03:50:01 2020,1.93125772,0.73820734,0.73820692,0.73820782,3.71692896,3.21557498,3.94989824,3.95071292,3.95113492,0.38211727
 Thu Mar 19 03:50:16 2020,0.69894481,0.99934554,0.99934512,0.99934596,2.25099039,5.80161476,7.32996702,7.33144999,7.33221817,1.3315053
 Thu Mar 19 03:50:31 2020,0.19853815,1.56841254,1.56841183,1.56841326,2.4314146,2.08223081,3.35485888,3.35604262,3.3566556,1.33020854
 Thu Mar 19 03:50:46 2020,1.33182168,0.74162304,0.74162269,0.7416234,7.05331421,7.49457741,3.78383708,3.78445196,3.78477049,1.32988381
 Thu Mar 19 03:51:01 2020,0.75170189,1.45662463,1.45662391,1.45662534,3.62675142,5.29016638,4.75318289,4.75451756,4.75520897,1.33561516
 Thu Mar 19 03:51:16 2020,0.70193428,1.67760563,1.67760468,1.67760658,3.3071301,5.75793457,7.35240364,7.35407591,7.35494232,1.21812654
 Thu Mar 19 03:51:31 2020,1.34263861,0.75488359,0.75488311,0.75488412,5.21343088,7.13642597,3.80351138,3.80437708,3.80482554,1.21251512
 Thu Mar 19 03:51:46 2020,1.2885803,0.73712218,0.73712176,0.73712265,3.7134831,3.21150398,3.9458034,3.94661665,3.94703794,1.33160353
 Thu Mar 19 03:52:01 2020,0.51270467,1.81385565,1.81385481,1.81385648,2.25522113,5.8116107,7.34002161,7.34150791,7.34227753,1.21128964
 Thu Mar 19 03:52:16 2020,0.75291896,1.45919859,1.45919776,1.45919931,3.63492489,5.29982185,4.76289606,4.76423359,4.76492643,1.56337833
 Thu Mar 19 03:52:31 2020,0.64050663,0.68314749,0.68314695,0.68314797,2.49186349,6.32507563,7.85983992,7.8616581,7.86260033,1.56662846
 Thu Mar 19 03:52:46 2020,0.22386463,1.94727194,1.94727123,1.94727254,3.84992003,3.34670877,3.61942244,3.62061048,3.62122607,1.56598997
 Thu Mar 19 03:53:01 2020,0.13580117,0.4625181,0.46251786,0.46251836,2.10995173,3.08620477,2.35332084,2.3542161,2.35467982,1.56318736
 Thu Mar 19 03:53:16 2020,0.87860888,1.94467103,1.9446702,1.94467199,3.29701281,4.29653025,5.76585817,5.76752281,5.76838541,1.56889343
 Thu Mar 19 03:53:31 2020,0.87574941,1.93862343,1.93862247,1.93862438,2.0061605,2.48067141,4.30553722,4.30719471,4.30805349,1.95049357
 Thu Mar 19 03:53:46 2020,0.98851866,0.94816041,0.94815987,0.94816095,2.74170637,6.23079634,4.64295673,4.64490032,4.6459074,0.93190348
 Thu Mar 19 03:54:01 2020,0.87327313,1.7986908,1.79869008,1.79869151,5.60135365,5.70175123,4.226192,4.2274704,4.22813272,1.95133686
 Thu Mar 19 03:54:16 2020,0.87559152,1.93828964,1.93828869,1.93829048,2.00563049,2.48004532,4.30427694,4.30593443,4.30679321,0.93138897
 Thu Mar 19 03:54:31 2020,1.56088519,1.17168236,1.17168152,1.17168331,6.62956953,2.72617149,2.49079251,2.49155712,2.49195337,0.93228018
 Thu Mar 19 03:54:46 2020,0.75767171,0.80076015,0.80075961,0.80076069,6.16104507,5.26188183,4.7970109,4.79884863,4.7998004,0.9327234
 Thu Mar 19 03:55:01 2020,0.87720978,1.94171202,1.94171107,1.94171298,2.01106453,4.28542948,5.75469208,5.75635338,5.75721407,0.8735559
 Thu Mar 19 03:55:16 2020,0.82719356,1.65678024,1.65677917,1.65678132,2.01845336,2.43965983,4.35282707,4.3547101,4.35568619,0.87339962
 Thu Mar 19 03:55:31 2020,1.55547345,1.16595972,1.16595888,1.16596055,4.23639679,3.96543717,2.72999501,2.73075652,2.73115087,0.92974949
 Thu Mar 19 03:55:46 2020,1.82149386,0.81419706,0.81419665,0.81419742,4.56341982,3.71815538,3.45009518,3.45078492,3.45114255,1.9512713
 Thu Mar 19 03:56:01 2020,1.09035897,0.69917154,0.69917119,0.69917196,3.34505868,2.00557399,3.30023479,3.30093622,3.30129981,1.94859552
 Thu Mar 19 03:56:16 2020,1.40911043,0.88310593,0.8831054,0.88310641,3.19459486,2.23169637,2.99874902,2.99964094,3.687603,0.92976594
 Thu Mar 19 03:56:31 2020,0.75565106,0.79862338,0.79862285,0.79862392,7.64747429,7.87084961,5.28088427,4.78271675,4.78366661,1.95312405
 Thu Mar 19 03:56:46 2020,1.78941298,1.18794537,1.18794429,1.18794644,6.82790089,3.52062798,2.19600558,2.19700599,2.19752455,1.94646692
 Thu Mar 19 03:57:01 2020,0.50248015,1.05551827,1.0555172,1.05551934,3.55614376,5.84337139,6.75490475,6.75681543,6.75780535,1.56822991
 Thu Mar 19 03:57:16 2020,0.55985224,1.43646419,1.436463,1.43646526,2.50439239,5.67253017,4.14998341,4.15207291,4.1531558,1.56852722
 Thu Mar 19 03:57:31 2020,1.95497084,0.92212451,0.92212391,0.9221251,3.45947647,3.00616431,2.30784035,2.3089087,2.30946231,1.57030606
 Thu Mar 19 03:57:46 2020,1.58341658,1.83720601,1.83720469,1.8372072,5.81285143,3.76158094,2.28305387,2.28417706,2.28475904,1.95161653
 Thu Mar 19 03:58:01 2020,0.934147,1.40830541,1.40830445,1.40830636,3.54485345,7.36526346,6.83499718,6.83668327,6.83755684,0.93218184
 Thu Mar 19 03:58:16 2020,0.86723822,1.04050398,1.04050303,1.04050493,7.67506647,6.82976818,5.73716164,5.73885632,5.7397337,0.87153089
 Thu Mar 19 03:58:31 2020,1.46347964,0.93726659,0.93726617,0.93726707,2.24170947,2.03038931,3.2956996,3.29650044,3.54691529,0.87163377
 Thu Mar 19 03:58:46 2020,0.61347646,1.93206429,1.93206346,1.93206525,7.16253757,2.49564505,7.64576197,7.64730358,7.64810228,0.87123454
 Thu Mar 19 03:59:01 2020,1.20951557,1.18176281,1.18176186,1.18176377,4.26987267,3.80184317,3.03722954,3.03809977,3.03855062,0.87116694
 Thu Mar 19 03:59:16 2020,1.1718657,0.553554,0.55355352,0.55355448,2.98240995,3.55632067,3.21240926,3.21321797,3.21363711,0.9326216
 Thu Mar 19 03:59:31 2020,1.70063376,0.50859964,0.50859916,0.50860006,4.75278282,2.75490975,2.0200696,2.02086234,2.02127337,0.87325501
 Thu Mar 19 03:59:46 2020,0.50996298,1.809672,1.80967104,1.80967283,3.53709984,7.34694338,6.81656933,6.81824923,6.81911993,1.95256257
 Thu Mar 19 04:00:01 2020,1.17157412,0.55339986,0.55339938,0.55340028,2.98192024,3.5557425,3.21182752,3.21263599,3.2130549,0.93115056
 Thu Mar 19 04:00:16 2020,0.94848919,0.75842518,0.75842464,0.75842577,3.8021152,7.78253078,5.32184172,5.32389784,5.32496309,1.95185995
 Thu Mar 19 04:00:31 2020,0.86338514,1.07536423,1.07536304,1.07536554,7.31198311,2.54798555,5.63934708,5.64161587,5.64279127,0.93006039
 Thu Mar 19 04:00:46 2020,0.6316188,0.62880361,0.62880307,0.62880421,7.13737869,3.49892783,7.78696203,7.78900719,7.7900672,0.87244344
 Thu Mar 19 04:01:01 2020,1.66053748,1.32447231,1.32447112,1.32447338,6.81488752,3.26294112,2.18827343,2.18927145,2.18978858,0.87267494
 Thu Mar 19 04:01:16 2020,0.74360543,1.05443788,1.05443668,1.05443895,2.22117019,4.14228773,6.74493122,6.74703074,6.7481184,0.92980695
 Thu Mar 19 04:01:31 2020,0.69260579,1.79454851,1.79454744,1.79454958,3.28872633,4.36471891,5.83850908,5.84040737,5.84139061,0.93301654
 Thu Mar 19 04:01:46 2020,1.18396091,0.99066854,0.990668,0.99066901,6.17634058,5.2799511,3.23571873,3.23664021,3.23711753,0.87367535
 Thu Mar 19 04:02:01 2020,1.68148363,0.67690545,0.6769051,0.67690587,3.39758706,4.75228071,4.77794266,4.77928495,4.77998018,0.87376475
 Thu Mar 19 04:02:16 2020,0.42997712,0.28310099,0.28310066,0.28310129,5.92512846,5.38021898,4.9241662,4.92646503,4.9276557,0.54801774
 Thu Mar 19 04:02:31 2020,1.45856345,1.15768003,1.1576792,1.15768075,3.62470794,3.30433726,3.53660154,3.53730845,3.53767467,0.93340969
 Thu Mar 19 04:02:46 2020,0.33989531,0.41397828,0.41397798,0.41397858,5.52841568,3.37765431,5.60898876,5.61114264,5.61225843,0.93270814
 Thu Mar 19 04:03:01 2020,1.7893163,1.1878432,1.18784213,1.18784428,6.82757664,3.52043653,2.19581294,2.19681334,2.19733167,0.93262577
 Thu Mar 19 04:03:16 2020,1.40736997,0.8274982,0.82749772,0.82749867,3.1916728,2.2282443,2.99527645,2.99616742,2.99662876,0.93045068
 Thu Mar 19 04:03:31 2020,0.86232764,1.4317857,1.43178451,1.43178689,2.27821422,4.87372923,4.13232851,4.13441277,4.1354928,0.8720206
 Thu Mar 19 04:03:46 2020,1.43242753,0.50619984,0.50619918,0.50620043,3.97467303,2.21016073,2.94998765,2.9510901,2.95166135,0.93307054
 Thu Mar 19 04:04:01 2020,1.2011348,1.5404433,1.54044199,1.54044449,4.35089922,3.48151255,3.01852536,3.01964402,3.02022362,0.87344837
 Thu Mar 19 04:04:16 2020,0.73502779,0.63852507,0.63852459,0.63852555,4.73157835,4.20902967,6.679317,6.68103218,6.68192053,0.73836553
 Thu Mar 19 04:04:31 2020,0.99616629,0.81791383,0.81791341,0.81791431,6.37043238,6.17730093,4.70713329,4.7086935,4.70950222,0.54914379
 Thu Mar 19 04:04:46 2020,0.6784454,1.29082501,1.29082417,1.29082584,3.88494778,3.53836513,7.66643906,7.66786242,7.66859961,0.54865158
 Thu Mar 19 04:05:01 2020,0.81361854,0.61342597,0.61342555,0.61342633,6.95900965,5.18843603,5.21630478,5.21776247,5.2185173,0.54914713
 Thu Mar 19 04:05:16 2020,1.94501734,1.91822708,1.91822612,1.91822803,7.32612467,2.27257013,2.50815272,2.5090332,2.5094893,0.54740763
 Thu Mar 19 04:05:31 2020,1.71250761,0.92965716,0.92965662,0.9296577,4.28955889,5.17212534,2.79233861,2.79332066,2.79382944,0.87139916
 Thu Mar 19 04:05:46 2020,0.76368284,0.76127362,0.76127303,0.76127422,3.81116056,7.80390215,5.34333944,4.84540176,4.84647083,0.87262917
 Thu Mar 19 04:06:01 2020,0.93883455,0.62218386,0.62218338,0.6221844,2.49674249,6.33660269,7.87143564,7.87325716,7.8742013,0.93220246
 Thu Mar 19 04:06:16 2020,0.62478781,0.63105428,0.63105375,0.63105482,3.94582939,7.69623709,6.23319292,6.23512602,6.23612738,0.87293255
 Thu Mar 19 04:06:31 2020,1.53544211,1.06853533,1.06853426,1.0685364,2.75238538,3.98317766,2.43856931,2.4395051,2.43999004,0.93234861
 Thu Mar 19 04:06:46 2020,1.07981718,0.51081151,0.51081109,0.51081192,4.76683044,2.76320744,2.02841616,2.02921176,2.02962399,1.95250463
 Thu Mar 19 04:07:01 2020,0.86948824,1.04526269,1.04526174,1.04526365,6.12767744,5.72262049,4.19261932,4.19431877,4.19519949,0.87304592
 Thu Mar 19 04:07:16 2020,1.81505227,0.87800485,0.87800443,0.87800533,7.84225035,4.71784258,5.24791431,5.2494874,2.75015116,0.9326607
 Thu Mar 19 04:07:31 2020,0.70152169,1.67673302,1.67673206,1.67673397,3.30574465,5.75466108,7.3491106,7.35078192,7.35164785,0.87356782
 Thu Mar 19 04:07:46 2020,1.68260884,0.67750043,0.67750001,0.67750078,3.40136552,4.75674438,2.23496628,2.23563814,2.23598623,0.54880428
 Thu Mar 19 04:08:01 2020,0.93832916,0.62164938,0.62164891,0.62164992,2.49504519,6.33259296,7.8674016,7.86922216,7.87016535,0.87173986
 Thu Mar 19 04:08:16 2020,1.5371803,1.44537342,1.44537246,1.44537449,2.75530386,2.70537543,2.44203734,2.44297433,2.44345975,0.87283266
 Thu Mar 19 04:08:31 2020,1.19543564,1.90941668,1.90941536,1.90941787,2.44713068,3.47020841,3.75715446,3.75826955,3.75884724,0.55008256
 Thu Mar 19 04:08:46 2020,0.62328994,0.62947029,0.62946975,0.62947083,3.94079947,6.77810287,6.22123861,6.2231679,6.22416735,0.54803276
 Thu Mar 19 04:09:01 2020,0.62374747,0.62995416,0.62995362,0.6299547,3.94233584,7.68798304,6.22489023,6.22682047,6.22782087,0.54724216
 Thu Mar 19 04:09:16 2020,0.69357628,1.79660106,1.79659998,1.79660213,3.29198503,4.37241888,7.28375435,7.28565502,7.28663969,0.73837876
 Thu Mar 19 04:09:31 2020,0.56086326,1.04797745,1.04797626,1.04797864,2.50778747,5.68055201,6.72055197,6.72264433,6.72372818,0.73916185
 Thu Mar 19 04:09:46 2020,0.87517685,1.5780375,1.57803655,1.57803845,2.00423789,2.47839999,4.30096769,4.30262375,4.30348206,0.54771197
 Thu Mar 19 04:10:01 2020,1.83003139,0.76554805,0.76554751,0.76554859,2.47597718,4.6424675,5.17984438,5.18179941,5.18281221,0.54737723
 Thu Mar 19 04:10:16 2020,1.59055066,1.96391392,1.96391273,1.96391511,3.70100546,3.77740717,2.29777431,2.29883957,2.29939151,0.54799616
 Thu Mar 19 04:10:31 2020,0.56526995,0.57004613,0.57004553,0.57004666,6.67402983,3.73365951,6.25624466,6.25828075,6.25933552,0.74083865
 Thu Mar 19 04:10:46 2020,0.69771391,0.99804389,0.99804348,0.99804431,3.05935693,5.79184866,7.32014275,7.32162285,7.3223896,0.73985004
 Thu Mar 19 04:11:01 2020,1.93462563,1.3393513,1.33935034,1.33935213,3.44133401,3.94100523,2.73786807,2.73868465,2.73910785,0.57767022
 Thu Mar 19 04:11:16 2020,0.81393534,0.61376089,0.61376047,0.61376131,6.96326447,5.19094944,4.25008249,4.25154114,4.25229692,0.57723355
 Thu Mar 19 04:11:31 2020,1.80448973,0.80911267,0.80911225,0.80911303,5.38672018,2.2469275,2.97866821,2.97934771,2.97969961,0.63366377
 Thu Mar 19 04:11:46 2020,1.29099298,1.08033478,1.08033383,1.08033562,5.6877718,6.87343073,3.20110345,3.2018559,3.20224595,0.63585746
 Thu Mar 19 04:12:01 2020,1.08275831,0.93424153,0.93424112,0.93424201,4.7767067,2.01904106,3.28428435,3.28508162,3.2854948,0.63513982
 Thu Mar 19 04:12:16 2020,1.46568143,0.86811829,0.86811787,0.86811876,2.24540639,3.28475666,3.55009294,3.55089498,3.55131054,0.74195647
 Thu Mar 19 04:12:31 2020,1.71195138,0.92936313,0.9293626,0.92936367,4.28769159,5.16991949,2.79122901,2.79221082,2.79271936,0.73908937
 Thu Mar 19 04:12:46 2020,1.57344842,1.18658245,1.18658149,1.18658352,5.78517771,3.81088352,3.0463233,2.26594639,2.26639867,0.74106073
 Thu Mar 19 04:13:01 2020,1.80602837,1.5375936,1.53759265,1.53759456,6.85785294,2.5100615,2.23012972,2.23101592,2.23147488,0.57717109
 Thu Mar 19 04:13:16 2020,0.5515492,0.57201618,0.5720157,0.57201666,6.14361763,5.74145126,4.2115612,4.21326685,4.21415043,0.57657182
 Thu Mar 19 04:13:31 2020,1.94493067,1.91813552,1.91813445,1.91813648,7.3258338,2.27239847,2.50797987,2.50886035,2.50931644,0.57545698
 Thu Mar 19 04:13:46 2020,1.29538739,1.08498168,1.08498085,1.08498251,5.702528,3.19543171,3.95987129,3.9606266,3.96101785,0.57544029
 Thu Mar 19 04:14:01 2020,1.53537953,1.06846917,1.06846809,1.06847012,2.75228024,3.98305345,2.43844438,2.43938017,2.43986487,0.94254708
 Thu Mar 19 04:14:16 2020,1.57516634,1.2977742,1.29777312,1.29777515,5.79094648,3.033041,2.26850104,2.26937485,2.26982784,0.63643587
 Thu Mar 19 04:14:31 2020,0.63147038,0.62864667,0.62864614,0.62864727,7.1363821,3.49833918,7.78577757,7.78782272,7.78888226,0.63466108
 Thu Mar 19 04:14:46 2020,1.69874334,0.70291257,0.70291215,0.70291299,5.30893421,2.75115991,2.01629758,2.01708937,2.01749969,0.63365591
 Thu Mar 19 04:15:01 2020,0.81131822,1.55747533,1.55747449,1.55747616,5.8756423,6.13919306,4.72927046,4.73071289,4.73146057,0.63457406
 Thu Mar 19 04:15:16 2020,0.54902029,1.41625524,1.41625452,1.41625595,4.09086514,4.23247337,6.63209581,6.63338375,6.63405085,0.63618875
 Thu Mar 19 04:15:31 2020,0.51212484,1.81262922,1.81262839,1.81263006,2.25327373,5.8070097,7.33539391,7.3368783,7.33764744,0.57696378
 Thu Mar 19 04:15:46 2020,1.3373183,0.93957061,0.93957013,0.93957108,5.19556522,6.67782021,7.14829254,7.15001726,7.15091085,0.63615525
 Thu Mar 19 04:16:01 2020,0.70007759,1.67367887,1.67367792,1.67367983,3.30089521,4.30570364,5.77508545,5.77675343,5.77761745,0.63492572
 Thu Mar 19 04:16:16 2020,0.68041652,1.06007636,1.06007528,1.06007743,3.20400572,7.29797029,6.77210426,6.77402067,6.77501345,0.94219863
 Thu Mar 19 04:16:31 2020,1.29759634,1.82959235,1.82959127,1.82959342,4.69064713,4.79685259,3.2442193,3.24514341,3.24562216,0.94354892
 Thu Mar 19 04:16:46 2020,0.7377699,0.93829978,0.9382993,0.93830025,4.74999428,6.66828537,7.13870144,7.1404233,7.14131546,0.94153988
 Thu Mar 19 04:17:01 2020,0.86905587,1.04434824,1.04434729,1.04434919,7.6872735,5.71918964,4.18916845,4.19086695,4.19174719,0.94400716
 Thu Mar 19 04:17:16 2020,1.55321622,1.2084713,1.20847034,1.20847213,2.76930666,2.74053407,2.47500491,2.47582722,2.47625327,0.94207036
 Thu Mar 19 04:17:31 2020,1.46853173,0.86962527,0.86962485,0.86962575,2.96894193,3.29041028,3.5557797,3.5565834,3.55699992,0.94187379
 Thu Mar 19 04:17:46 2020,0.16526026,1.21608484,1.21608424,1.21608543,3.904176,5.10010386,2.82249022,2.82366395,2.82427192,0.94330359
 Thu Mar 19 04:18:01 2020,1.29007638,1.07936549,1.07936466,1.07936633,2.52984691,6.86979437,3.19927454,3.20002675,3.20041633,0.94251883
 Thu Mar 19 04:18:16 2020,0.75705457,0.8001076,0.80010706,0.80010808,6.15690041,5.25698519,4.79208612,4.79392195,4.79487324,0.94388163
 Thu Mar 19 04:18:31 2020,0.56140184,1.04911649,1.0491153,1.04911768,2.50959611,5.68482494,6.72485065,6.72694397,6.72802877,0.94175959
 Thu Mar 19 04:18:46 2020,1.93841016,1.30186522,1.30186427,1.30186617,5.80393791,3.04071474,2.27621984,2.27709627,2.27755046,0.63494921
 Thu Mar 19 04:19:01 2020,1.69166327,0.88240433,0.88240397,0.88240474,2.8179574,2.77081585,2.002882,2.00357866,2.00393939,0.63443089
 Thu Mar 19 04:19:16 2020,0.81320119,0.6754846,0.67548418,0.67548501,6.95340347,4.74762487,5.21297359,5.21443033,5.21518517,0.57555854
 Thu Mar 19 04:19:31 2020,1.81700289,0.69934869,0.69934821,0.69934911,5.28630018,5.22558069,2.7528491,2.7536366,2.75404477,0.57782483
 Thu Mar 19 04:19:46 2020,1.42121887,0.99268854,0.99268818,0.99268895,4.93611097,2.98026466,3.71209145,3.71277547,3.71312976,0.57795608
 Thu Mar 19 04:20:01 2020,0.94001824,0.62343556,0.62343508,0.62343609,7.62643433,7.845994,5.25588226,5.25770712,5.25865221,0.63427019
 Thu Mar 19 04:20:16 2020,0.70234001,1.6784637,1.67846274,1.67846465,3.30849242,5.7611537,7.35564184,7.35731459,7.35818148,0.75085032
 Thu Mar 19 04:20:31 2020,0.88170624,0.8068347,0.80683428,0.80683511,3.04757833,4.26401901,5.79214907,5.79362011,5.79438257,1.67970395
 Thu Mar 19 04:20:46 2020,0.56252277,0.56714106,0.56714052,0.56714165,4.21808004,3.72276139,3.49215984,3.49317455,3.49370027,0.75330746
 Thu Mar 19 04:21:01 2020,1.18672669,0.99213088,0.99213034,0.99213135,6.18562794,4.79092312,3.24123693,3.24216008,3.24263859,0.94238722
 Thu Mar 19 04:21:16 2020,0.62212056,0.56573379,0.56573325,0.56573433,3.21812272,6.76882505,7.71190643,7.71383286,7.71483088,0.94189262
 Thu Mar 19 04:21:31 2020,1.18892038,1.20227623,1.20227504,1.20227742,2.99502778,7.19865656,3.77581644,3.77687478,3.77742338,0.94225037
 Thu Mar 19 04:21:46 2020,1.19064128,1.57909608,1.57909489,1.57909727,2.99791718,7.20548344,3.77924991,3.78030944,3.78085852,0.94260621
