 TIME, Mass Concentration PM1.0, Mass Concentration PM2.5, Mass Concentration PM4.0 , Mass Concentration PM10, Number Concentration PM0.5, Number Concentration PM1.0, Number Concentration PM2.5, Number Concentration PM4.0, Number Concentration PM10, Particle Size
 Thu Mar 19 07:39:36 2020,1.45984316,1.1590333,1.15903246,1.15903413,3.14463043,3.30687571,3.53915501,3.53986263,3.54022932,1.33133149
 Thu Mar 19 07:39:51 2020,1.16916084,0.5521239,0.55212343,0.55212432,2.97786856,3.55095577,3.20701241,3.2078197,3.20823789,0.38269341
 Thu Mar 19 07:40:06 2020,1.67256916,1.91927326,1.9192723,1.91927433,7.32944727,2.27453256,2.51012683,2.51100779,2.51146412,0.47338605
 Thu Mar 19 07:40:21 2020,0.69489086,1.42438126,1.42438018,1.42438233,3.29639959,5.82034874,7.29424572,7.29614973,7.29713583,0.28314805
 Thu Mar 19 07:40:36 2020,1.53205287,1.06495142,1.06495035,1.06495237,5.24338961,3.97645521,2.71305704,2.71399093,2.71447468,1.33122015
 Thu Mar 19 07:40:51 2020,0.6801368,1.05948472,1.05948365,1.05948579,3.56244135,7.29575062,6.76987171,6.77178717,6.77277994,1.21099329
 Thu Mar 19 07:41:06 2020,0.55293918,0.57348603,0.57348555,0.57348651,6.15295267,4.18997955,6.66015434,6.6618638,6.66274881,1.33321953
 Thu Mar 19 07:41:21 2020,0.69413334,1.4227792,1.42277813,1.42278028,3.29385567,5.81433868,7.28820038,7.29010201,7.29108763,0.38197577
 Thu Mar 19 07:41:36 2020,0.98952961,0.76172948,0.76172894,0.76173002,2.74510121,6.23881721,4.65102482,4.65297079,4.6539793,0.28219759
 Thu Mar 19 07:41:51 2020,1.55201793,1.2072041,1.20720327,1.20720506,2.76729488,2.73815751,2.47261429,2.47343564,2.47386146,0.47310948
 Thu Mar 19 07:42:06 2020,1.29615545,1.08579385,1.08579302,1.08579469,5.70510769,3.1969552,3.96140385,3.9621594,3.96255112,1.21150208
 Thu Mar 19 07:42:21 2020,0.73938245,1.03168344,1.03168273,1.03168416,7.00430918,6.63018131,6.65493774,6.65623283,7.15690374,1.563761
 Thu Mar 19 07:42:36 2020,0.6382789,0.68079168,0.6807912,0.68079221,2.48438263,3.46620011,6.34206057,7.84387302,7.84481239,1.33363748
 Thu Mar 19 07:42:51 2020,0.55357569,0.57415909,0.57415861,0.57415956,4.71972752,4.19502926,6.66523409,6.66694498,6.66783094,1.21297383
 Thu Mar 19 07:43:06 2020,0.62956417,0.62663096,0.62663037,0.6266315,6.68607998,3.49077725,6.27056408,6.27260447,6.27366161,1.33090925
 Thu Mar 19 07:43:21 2020,1.78233278,0.68869287,0.68869227,0.68869346,3.24002337,4.8202548,2.21234369,2.21344018,2.21400833,1.33223677
 Thu Mar 19 07:43:36 2020,1.18385756,0.99061394,0.9906134,0.99061441,6.17599392,5.27954149,3.23551273,3.23643398,3.23691154,1.33381772
 Thu Mar 19 07:43:51 2020,1.1636529,1.70286024,1.7028594,1.70286107,2.527457,6.86414766,3.1964345,3.19718575,3.19757485,1.21508622
 Thu Mar 19 07:44:06 2020,0.75578362,0.79876357,0.7987631,0.79876411,7.64836454,7.87190151,4.78194284,4.78377533,4.78472519,1.21450329
 Thu Mar 19 07:44:21 2020,1.05077946,1.17814231,1.17814112,1.17814362,2.70849514,2.94671631,3.74914861,3.46900654,3.46958041,1.21578312
 Thu Mar 19 07:44:36 2020,1.0749253,0.5800584,0.58005804,0.58005869,3.7245357,2.80504727,2.04672623,3.26667547,3.26729679,1.21554041
 Thu Mar 19 07:44:51 2020,0.9390884,0.62245232,0.62245178,0.6224528,2.49759483,6.33861685,7.87346125,5.25028372,5.25122786,1.21557093
 Thu Mar 19 07:45:06 2020,1.93038714,0.73774707,0.73774666,0.73774755,3.71546745,3.21384811,3.94816136,3.94897532,3.94939709,1.21850681
 Thu Mar 19 07:45:21 2020,1.33891237,0.94041336,0.94041288,0.94041389,5.2009182,6.68414354,7.15465355,3.79693985,3.79738712,1.21579719
 Thu Mar 19 07:45:36 2020,1.34218788,0.75464529,0.75464481,0.75464576,5.2119174,7.13463783,3.8026123,3.80347753,3.80392575,1.56673622
 Thu Mar 19 07:45:51 2020,1.67505431,1.53127623,1.53127527,1.53127718,7.33779192,2.27946186,2.51508498,2.21909261,2.21954989,1.95027018
 Thu Mar 19 07:46:06 2020,1.41434264,0.80936533,0.80936497,0.80936575,5.38992977,2.24787545,2.97962189,2.98030162,2.98065376,1.94717765
 Thu Mar 19 07:46:21 2020,0.56383961,0.5685336,0.568533,0.56853414,6.66442394,3.72798538,3.49741459,3.49843097,3.4989574,0.93071198
 Thu Mar 19 07:46:36 2020,1.32081926,1.31804883,1.31804764,1.31805003,2.23037672,6.72654009,7.20431232,7.20641851,7.20750999,1.94723129
 Thu Mar 19 07:46:51 2020,0.56626064,0.62578124,0.6257807,0.62578183,6.68068361,3.4875896,6.26415157,6.26619005,6.26724625,1.95020723
 Thu Mar 19 07:47:06 2020,1.06536222,0.55947107,0.55947053,0.55947161,5.75763226,2.79162192,2.06050444,2.06149197,2.06200361,1.94892764
 Thu Mar 19 07:47:21 2020,1.30461597,1.71201527,1.71201432,1.71201634,4.71421909,3.2404747,3.97697496,3.97790337,3.97838426,1.94643784
 Thu Mar 19 07:47:36 2020,1.65870285,1.32253218,1.32253098,1.32253325,7.37122631,3.25930214,3.52836275,3.52935982,3.52987623,1.56337309
 Thu Mar 19 07:47:51 2020,0.81891,1.57469738,1.57469654,1.57469833,2.78018475,2.47213507,4.28836346,4.2900157,4.2908721,1.21705317
 Thu Mar 19 07:48:06 2020,0.99209219,0.76443928,0.76443875,0.76443982,2.47245622,4.6341486,5.17147636,5.17342854,5.17444038,1.335217
 Thu Mar 19 07:48:22 2020,1.1847775,0.99110031,0.99109977,0.99110079,6.17908287,4.78319073,3.23734808,3.23827004,3.23874784,1.33133769
 Thu Mar 19 07:48:37 2020,0.56803268,0.86449921,0.86449862,0.86449981,6.32491207,2.30570126,2.54498529,2.54605937,2.54661584,1.3315413
 Thu Mar 19 07:48:52 2020,1.82838941,0.76467991,0.76467937,0.76468045,2.47322011,4.6359539,5.17329216,5.17524529,5.17625666,1.33360982
 Thu Mar 19 07:49:07 2020,0.75906986,0.82181352,0.82181293,0.82181412,5.2761364,7.76395082,5.36805058,5.37022638,5.37135363,1.32924128
 Thu Mar 19 07:49:22 2020,0.94124126,0.62472886,0.62472832,0.62472934,7.63464785,7.85569715,5.26564264,5.26747036,5.26841736,1.21461034
 Thu Mar 19 07:49:37 2020,0.9260841,1.66792023,1.66791916,1.66792142,3.03744936,5.32171392,4.86125612,4.86332464,4.8643961,1.21219516
 Thu Mar 19 07:49:52 2020,0.56116402,1.04861343,1.04861224,1.04861462,2.50879741,5.68293762,6.72295237,6.7250452,6.72612953,1.21779823
 Thu Mar 19 07:50:07 2020,1.21052134,1.18282628,1.18282533,1.18282723,4.27324963,3.80383801,3.03923607,3.04010677,3.0405581,1.56443357
 Thu Mar 19 07:50:22 2020,0.81636465,0.61632979,0.61632943,0.61633021,3.78803611,5.21022367,4.26947069,4.27093506,4.27169371,1.21785617
 Thu Mar 19 07:50:37 2020,1.94467854,1.91786885,1.91786778,1.91786981,7.32498693,2.27189827,2.50747681,2.50835705,2.5088129,1.21388698
 Thu Mar 19 07:50:52 2020,1.34016192,0.94107407,0.9410736,0.94107455,5.20511389,7.12660074,3.79856968,3.79943395,3.79988146,1.33064866
 Thu Mar 19 07:51:07 2020,0.50043213,1.42618704,1.42618597,1.42618811,3.54926658,5.82712269,7.3010602,7.30296564,7.30395317,1.33555484
 Thu Mar 19 07:51:22 2020,0.82157332,0.80129772,0.80129707,0.80129832,6.2422061,6.69812679,7.24210596,7.24440622,7.24559784,1.21319413
 Thu Mar 19 07:51:37 2020,1.79651403,1.58607948,1.58607829,1.58608055,5.72674608,2.19096303,2.96017385,2.96117854,2.96169925,1.32986522
 Thu Mar 19 07:51:52 2020,0.7375955,0.93811536,0.93811488,0.93811584,4.74882317,6.66690207,7.13731003,7.13903093,7.13992262,0.38139999
 Thu Mar 19 07:52:07 2020,0.75646251,0.79948151,0.79948097,0.79948199,7.65292406,5.25228834,4.78736067,4.78919554,4.79014587,0.47356462
 Thu Mar 19 07:52:22 2020,0.92858601,1.78258657,1.78258538,1.78258765,3.04585052,5.3415637,5.6624732,5.66454744,5.66562223,0.47360814
 Thu Mar 19 07:52:37 2020,1.43218756,0.50607288,0.50607228,0.50607353,3.97427011,2.20968461,2.94950891,2.95061111,2.95118237,0.38219202
 Thu Mar 19 07:52:52 2020,0.56549811,0.57028741,0.57028687,0.570288,6.67556238,3.48456478,6.25806618,6.26010275,6.26115751,0.38207042
 Thu Mar 19 07:53:07 2020,0.7344898,0.6379562,0.63795573,0.63795668,4.72796535,4.20476103,6.67502356,6.67673731,6.67762518,1.32935572
 Thu Mar 19 07:53:22 2020,1.67150354,0.68792397,0.68792331,0.68792456,3.23758173,4.81448603,2.20944214,2.21053791,2.21110559,1.33120179
 Thu Mar 19 07:53:37 2020,1.57830679,1.54273999,1.5427388,1.5427413,4.35819244,3.75144577,3.02285886,3.02397871,3.02455902,1.21234345
 Thu Mar 19 07:53:52 2020,1.94223893,1.91528893,1.91528797,1.91529,7.31679487,2.26705909,2.50260925,2.50348783,2.5039432,0.47448838
 Thu Mar 19 07:54:07 2020,0.9412818,0.62477171,0.62477124,0.62477225,7.6349206,7.85601902,5.26596642,5.26779413,5.26874113,1.33482528
 Thu Mar 19 07:54:22 2020,1.20409906,0.75598621,0.75598574,0.75598669,4.25168371,7.14469862,3.80767226,3.80853915,3.80898809,1.21150899
 Thu Mar 19 07:54:37 2020,0.56396592,0.56866717,0.56866664,0.56866777,6.66527224,3.72848654,3.49791884,3.49893522,3.49946189,1.21497416
 Thu Mar 19 07:54:52 2020,0.68901211,1.62623107,1.62623048,1.62623179,5.1713624,4.32460499,5.86896181,5.87128162,5.87248373,0.47403014
 Thu Mar 19 07:55:07 2020,1.9146589,1.71272159,1.71272051,1.71272266,4.71646214,3.24179959,3.97830749,3.97923636,3.97971749,1.32829356
 Thu Mar 19 07:55:22 2020,0.94742864,0.95261616,0.95261562,0.95261675,3.79855394,6.27411604,5.31337738,5.31543064,5.31649494,1.33225417
 Thu Mar 19 07:55:37 2020,1.46160531,0.9362756,0.93627512,0.93627602,2.23856235,2.02667165,3.29196,3.29275966,3.29317379,0.4744221
 Thu Mar 19 07:55:52 2020,1.29685318,1.46153164,1.4615308,1.46153247,5.70744991,3.19833899,3.96279573,3.96355176,3.96394372,0.38279939
 Thu Mar 19 07:56:07 2020,1.71693385,0.86168498,0.86168444,0.86168551,4.30442238,2.7823422,2.05116987,2.05215478,2.052665,1.33397937
 Thu Mar 19 07:56:22 2020,0.94784302,0.95305437,0.95305383,0.95305496,3.79994535,6.27740383,5.31668472,5.31873894,5.31980371,1.33090067
 Thu Mar 19 07:56:37 2020,0.82546163,1.44999242,1.44999135,1.44999349,2.76263762,2.71403933,2.4507525,2.45169187,2.45217872,1.33480167
 Thu Mar 19 07:56:52 2020,0.87101901,0.57112503,0.57112461,0.57112551,6.13795805,5.73476505,4.20483589,4.20653915,4.20742178,1.21177578
 Thu Mar 19 07:57:07 2020,1.28343618,0.73440236,0.73440188,0.73440278,3.70484614,3.56067562,3.21678972,3.21759987,3.21801972,1.21683121
 Thu Mar 19 07:57:22 2020,0.82448667,1.44793046,1.44792938,1.44793141,2.75936365,2.71017146,2.44686174,2.44780016,2.44828629,1.21157956
 Thu Mar 19 07:57:37 2020,0.88407528,1.66142082,1.66141987,1.6614219,2.02582145,2.44836426,4.37033844,4.37222719,4.37320614,1.33087277
 Thu Mar 19 07:57:52 2020,0.93617082,1.41258562,1.41258466,1.41258657,7.66579914,6.81882048,5.72614908,5.72783995,5.7287159,1.21376371
 Thu Mar 19 07:58:07 2020,0.91048205,1.99142992,1.99142921,1.99143064,2.2106812,13.68504238,14.73484898,14.73745441,14.73880386,1.32947612
 Thu Mar 19 07:58:22 2020,1.02788305,0.72706741,0.72706705,0.72706777,3.77974963,19.81044388,21.90675354,21.91179085,21.9144001,1.33218908
 Thu Mar 19 07:58:37 2020,1.45191586,0.74526733,0.7452668,0.74526787,7.35892916,3.25203848,3.52105618,3.52205086,3.52256632,1.33318782
 Thu Mar 19 07:58:52 2020,0.75532198,0.79827541,0.79827493,0.79827595,7.64526463,7.86823893,5.27825832,5.28009033,5.28103924,1.32964444
 Thu Mar 19 07:59:07 2020,1.7149688,0.86064607,0.86064547,0.86064661,4.29782391,5.18188953,2.04724956,2.04823303,2.04874253,0.28312099
 Thu Mar 19 07:59:22 2020,1.46620643,0.86839586,0.86839545,0.86839634,2.24628782,3.28579807,3.55114031,3.55194283,3.55235863,0.28166389
 Thu Mar 19 07:59:37 2020,1.15774179,1.69660938,1.69660854,1.69661021,2.51753211,7.34069824,6.86928129,6.87077618,6.87155056,0.38159513
 Thu Mar 19 07:59:52 2020,0.8790369,0.616512,0.61651158,0.61651236,3.78861475,5.21159029,4.27084541,4.27231026,4.27306938,0.28125513
 Thu Mar 19 08:00:07 2020,1.9210794,1.06326103,1.06325996,1.0632621,5.23802185,3.97328448,2.70986772,2.71080041,2.71128368,0.47327518
 Thu Mar 19 08:00:22 2020,1.19616652,1.91018951,1.91018832,1.91019082,2.44835782,3.47165799,3.75861263,3.75972819,3.76030636,0.47392142
 Thu Mar 19 08:00:37 2020,1.32387149,1.19627643,1.19627523,1.19627762,2.98550153,6.73864841,7.2164917,7.21860218,3.76609755,0.38129699
 Thu Mar 19 08:00:52 2020,0.62120366,0.56476414,0.56476361,0.56476468,3.21504378,6.76155043,7.70458841,7.70651245,7.70750952,0.28274953
 Thu Mar 19 08:01:07 2020,0.8173207,1.57133615,1.57133532,1.5713371,2.77484775,2.74708033,2.48158979,2.48241401,2.48284101,0.38189757
 Thu Mar 19 08:01:22 2020,1.0407995,0.88664269,0.88664216,0.88664317,3.95582604,2.99496436,3.69959521,3.70049119,3.70095539,0.31593239
 Thu Mar 19 08:01:37 2020,0.69749403,0.99781138,0.99781096,0.99781179,3.05861855,5.79010391,7.31838846,7.31986761,7.32063389,0.28194952
 Thu Mar 19 08:01:52 2020,0.67284781,1.28482246,1.28482163,1.2848233,6.64152527,2.73323345,2.49789643,2.49866319,2.49906063,0.38251293
 Thu Mar 19 08:02:07 2020,0.68256712,0.56356227,0.56356174,0.56356281,3.21122718,6.75253296,7.69551802,7.69743919,7.69843483,0.47373283
 Thu Mar 19 08:02:22 2020,1.65723574,1.32098079,1.3209796,1.32098186,7.36630011,3.256392,3.52543569,3.5264318,3.52694774,0.47270131
 Thu Mar 19 08:02:37 2020,1.19110096,1.57958221,1.57958102,1.57958341,2.99868894,7.20730686,3.7801671,3.78122711,3.00052619,0.31490886
 Thu Mar 19 08:02:52 2020,0.91025031,1.99093986,1.99093914,1.99094069,2.20912528,13.68136597,14.73115063,14.73375511,14.73510361,0.38188159
 Thu Mar 19 08:03:07 2020,0.86630088,1.44090593,1.44090462,1.44090712,6.7690649,2.55955243,4.16261721,4.16489315,4.16607237,0.47267377
 Thu Mar 19 08:03:22 2020,0.93535078,1.41085124,1.41085029,1.41085219,7.66029119,7.37481403,5.71960449,5.72129297,5.72216845,0.47455502
 Thu Mar 19 08:03:37 2020,1.20725882,0.75765693,0.75765646,0.75765741,4.26229429,3.79736686,3.03272676,3.03359556,3.0340457,0.28294325
 Thu Mar 19 08:03:52 2020,1.40674067,0.82716548,0.82716501,0.82716596,3.19061613,2.22699618,2.99402094,2.99491143,2.99537277,0.38134253
 Thu Mar 19 08:04:07 2020,0.9387008,0.62204248,0.62204194,0.62204295,2.49629331,6.33554173,7.870368,7.87218952,7.87313318,0.31593657
 Thu Mar 19 08:04:22 2020,0.50836021,1.80628228,1.80628133,1.80628324,3.53171778,5.77172709,7.36627769,7.36795425,7.36882257,0.31607604
 Thu Mar 19 08:04:37 2020,0.94638437,0.95151192,0.95151132,0.95151246,7.15259457,6.26583099,7.80504322,7.8070941,7.80815649,0.17813849
 Thu Mar 19 08:04:52 2020,1.91845989,1.71674097,1.71673989,1.71674204,5.22922564,3.24933863,2.70464134,2.70557237,2.70605469,0.13280463
 Thu Mar 19 08:05:07 2020,0.82572812,1.45055604,1.45055497,1.45055711,2.7635324,2.71509647,2.45181584,2.45275569,4.34398556,0.1786828
 Thu Mar 19 08:05:22 2020,1.67507267,1.53129554,1.53129458,1.53129661,7.33785343,2.2794981,2.5151217,2.21912909,2.21958637,0.17778683
 Thu Mar 19 08:05:37 2020,1.694556,0.69643384,0.69643342,0.6964342,2.82767129,2.77655363,2.00865388,2.00935197,2.00971389,0.177737
 Thu Mar 19 08:05:52 2020,0.86795157,1.04201269,1.04201174,1.04201365,7.67985725,6.83542824,5.74285507,5.74455118,5.74542952,0.20768183
 Thu Mar 19 08:06:07 2020,1.18357468,0.99046427,0.99046379,0.99046481,6.17504358,5.27841902,3.23494792,3.23586917,3.23634648,0.20724112
 Thu Mar 19 08:06:22 2020,0.92331058,1.71054435,1.71054304,1.71054554,7.29469204,2.28777218,2.55939984,2.56053114,2.56111717,0.149342
 Thu Mar 19 08:06:37 2020,1.58395517,1.83777559,1.83777428,1.83777678,5.81466007,3.76264954,2.28412867,2.28525209,2.28583431,0.14920485
 Thu Mar 19 08:06:52 2020,1.75985146,0.91284603,0.91284573,0.91284639,4.12589979,31.5243187,31.61893845,31.62388802,25.62645149,0.24432266
 Thu Mar 19 08:07:07 2020,0.79953402,0.94659048,0.94658995,0.94659102,2.7367208,6.21901703,4.63110781,4.63304758,4.63405275,0.14890653
 Thu Mar 19 08:07:22 2020,1.65912771,1.32298148,1.3229804,1.32298255,7.37265348,3.26014495,3.52921057,3.53020787,3.53072453,0.24505687
 Thu Mar 19 08:07:37 2020,0.87540007,1.93788469,1.93788373,1.93788552,2.00498748,2.47928572,4.30274916,4.30440617,4.30526447,0.24488574
 Thu Mar 19 08:07:52 2020,1.18006766,0.98861003,0.98860955,0.98861057,6.16326714,5.26450682,4.79965162,4.80148983,4.80244255,0.22414356
 Thu Mar 19 08:08:07 2020,0.99967641,0.87631321,0.87631273,0.87631363,7.83150625,4.70515013,5.235147,5.23671627,5.2375288,0.20721292
 Thu Mar 19 08:08:22 2020,0.56387013,0.56856591,0.56856531,0.56856644,6.66462898,3.7281065,3.49753666,3.49855304,3.49907947,0.22419429
 Thu Mar 19 08:08:37 2020,1.40810108,0.82788473,0.82788426,0.82788521,3.19290018,2.22969437,2.9967351,2.9976263,2.99808812,0.19873869
 Thu Mar 19 08:08:52 2020,1.46369302,0.93737948,0.937379,0.9373799,2.24206781,2.03081274,3.29612541,3.5469265,3.54734135,0.22444272
 Thu Mar 19 08:09:07 2020,1.46564519,0.86809909,0.86809868,0.86809957,2.24534535,3.28468466,3.55002046,3.5508225,3.55123806,0.13192445
 Thu Mar 19 08:09:22 2020,1.4599216,1.15911615,1.15911543,1.15911698,3.14489365,3.30703115,3.53931141,3.54001904,3.54038572,0.20795006
 Thu Mar 19 08:09:37 2020,1.93698251,1.34184349,1.34184253,1.34184432,3.4452908,3.9456799,2.7425704,2.74338841,2.74381232,0.13277483
 Thu Mar 19 08:09:52 2020,1.02874982,0.72752571,0.72752535,0.72752607,3.00141048,19.82419777,21.92058754,21.92563057,21.92824173,0.13217139
 Thu Mar 19 08:10:07 2020,1.6647011,0.8874523,0.88745171,0.8874529,4.79607058,5.35000086,4.82923985,4.83142281,4.83255386,0.19911128
 Thu Mar 19 08:10:22 2020,0.69701755,0.99730754,0.99730712,0.99730796,3.05701852,5.78632355,7.31458521,7.31606388,7.31682968,0.24475807
 Thu Mar 19 08:10:37 2020,0.68028355,1.05979502,1.05979395,1.05979609,3.20355916,7.29691505,6.77104282,6.77295876,6.77395153,0.19873905
 Thu Mar 19 08:10:52 2020,0.5554527,1.44439936,1.44439805,1.44440055,6.78015852,5.63221025,4.17579985,4.17808008,4.17926121,0.20742041
 Thu Mar 19 08:11:07 2020,0.84235734,1.7436316,1.74363077,1.74363232,2.04018641,29.5521431,15.70547485,15.70832062,15.709795,0.20763147
 Thu Mar 19 08:11:22 2020,1.30610704,1.76277483,1.76277411,1.76277542,2.05983829,6.78621578,3.22804213,3.22921538,3.22982335,0.20733446
 Thu Mar 19 08:11:37 2020,1.8316505,0.9265604,0.92655987,0.92656094,2.47869563,4.64889097,5.18630552,2.78163123,2.78213811,0.19912499
 Thu Mar 19 08:11:52 2020,1.69495761,0.69664615,0.6966458,0.69664657,2.07901978,2.77735019,2.00945497,2.01015353,2.01051545,0.24460453
 Thu Mar 19 08:12:07 2020,1.92904437,1.1644485,1.16444767,1.16444933,4.2315979,3.96260262,2.72714353,2.72790408,2.72829819,0.19921255
 Thu Mar 19 08:12:22 2020,1.17610359,1.76012933,1.76012862,1.76012993,2.05143738,7.26636696,6.81111765,3.21922922,3.21983552,0.20779818
 Thu Mar 19 08:12:37 2020,1.78712428,0.6912263,0.69122565,0.6912269,3.24806833,4.83926296,2.9406538,2.94175315,2.94232297,0.31540048
 Thu Mar 19 08:12:52 2020,0.64478707,1.35712278,1.35712206,1.35712349,2.53775859,21.99596024,11.54668236,11.54922962,11.55054951,0.13218951
 Thu Mar 19 08:13:07 2020,1.43413949,0.50710493,0.50710434,0.50710559,3.97754741,2.21355629,3.73465347,3.73575687,3.7363286,0.13259751
 Thu Mar 19 08:13:22 2020,0.62464917,0.63090765,0.63090712,0.63090819,3.94536376,7.69513702,6.23208666,6.23401928,6.23502064,0.20754725
 Thu Mar 19 08:13:37 2020,0.74958289,0.61983585,0.6198352,0.61983645,6.230937,4.18481398,7.22871447,7.23101044,7.23220015,0.17775047
 Thu Mar 19 08:13:52 2020,0.94850093,0.75843763,0.75843704,0.75843817,3.80215478,7.78262377,5.32193518,5.3239913,5.32505703,0.20752317
 Thu Mar 19 08:14:07 2020,0.50927991,1.8082273,1.80822635,1.80822825,3.53480601,5.77902365,7.37361765,6.81279612,6.81366587,0.22452039
 Thu Mar 19 08:14:22 2020,0.5132457,1.81499982,1.81499898,1.81500065,2.25703764,7.31590271,6.84433937,6.84582663,6.84659719,0.2071082
 Thu Mar 19 08:14:37 2020,1.67377329,1.92054653,1.92054558,1.9205476,7.33349037,2.2769208,2.51252913,2.51341081,2.51386762,0.20762873
 Thu Mar 19 08:14:52 2020,1.75868273,0.91222811,0.91222775,0.91222841,5.6805501,31.50577354,31.60028267,31.60522652,31.60778809,0.20756221
 Thu Mar 19 08:15:07 2020,1.53223145,1.06514025,1.06513917,1.0651412,5.24398947,3.97680926,2.71341324,2.71434712,2.71483111,0.20734602
 Thu Mar 19 08:15:22 2020,1.55064476,1.20575213,1.20575118,1.20575309,3.45248938,2.73543382,2.46987438,2.47069526,2.47112036,0.17808664
 Thu Mar 19 08:15:37 2020,0.81678241,1.2108227,1.21082187,1.21082366,2.77304029,2.74494481,2.47944164,2.48026538,2.48069215,0.3815254
 Thu Mar 19 08:15:52 2020,1.2839241,0.73466033,0.73465991,0.7346608,3.70566535,3.56164336,3.21776319,3.21857381,3.93774366,0.47310162
 Thu Mar 19 08:16:07 2020,1.79057825,1.18917763,1.18917644,1.18917871,6.83181381,3.52293944,2.19833064,2.19933176,2.19985056,0.47317767
 Thu Mar 19 08:16:22 2020,1.17220163,1.75806618,1.75806558,1.75806689,2.79488611,7.25088787,6.79554749,6.79788351,6.79909372,0.38188004
 Thu Mar 19 08:16:37 2020,0.55853075,0.68639213,0.68639147,0.68639272,7.70708084,4.15663147,6.70036554,6.70265293,6.70383835,0.31551874
 Thu Mar 19 08:16:52 2020,1.71343279,0.8598339,0.85983336,0.85983443,4.29266596,5.17579603,2.79418468,2.79516745,2.79567647,0.13192028
 Thu Mar 19 08:17:07 2020,0.56462973,0.56936914,0.5693686,0.56936973,6.66973066,3.73111987,6.25113583,6.25317001,6.2542243,0.20795465
 Thu Mar 19 08:17:22 2020,1.34299242,0.75507069,0.75507021,0.75507116,5.21461916,7.1378293,3.80421734,3.80508304,3.80553174,0.20723879
 Thu Mar 19 08:17:37 2020,0.63741922,0.67988265,0.67988217,0.67988318,2.7314961,3.46279001,6.33519983,6.33701038,6.3379488,0.13229114
 Thu Mar 19 08:17:52 2020,1.28203547,0.55397427,0.55397379,0.55397469,2.98374438,3.55789733,3.21399498,3.21480441,3.21522355,0.22427195
 Thu Mar 19 08:18:07 2020,0.92507011,1.07364058,1.07363939,1.0736419,7.30650949,2.29475236,5.63284254,5.63510942,5.63628387,0.20731431
 Thu Mar 19 08:18:22 2020,1.19600284,1.91001642,1.91001511,1.91001761,2.44808292,3.47133327,3.758286,3.75940156,3.75997949,0.19891077
 Thu Mar 19 08:18:37 2020,1.62854552,0.78060561,0.78060532,0.78060597,4.86479902,4.68087816,31.51828384,31.5232029,31.52575111,0.22429842
 Thu Mar 19 08:18:52 2020,0.75847471,0.82118422,0.82118356,0.82118481,5.27213955,7.75922918,5.3633008,5.36547565,5.36660194,0.20731241
 Thu Mar 19 08:19:07 2020,0.82788563,1.65824389,1.65824294,1.65824497,2.02077723,2.44240522,4.35835028,4.36023521,4.36121178,0.19837612
